[ 2021-03-22 02:29:57,827 ] Asset loading complete
[ 2021-03-28 21:20:22,277 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-28 21:20:36,258 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-28 21:20:37,997 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-03-28 21:20:38,001 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-28 21:20:38,113 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-28 21:20:39,112 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-28 21:21:17,022 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-28 21:21:17,115 ] Disconnected from gameserver
[ 2021-03-28 21:21:17,222 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-29 23:23:50,103 ] Asset loading complete
[ 2021-03-29 23:24:33,453 ] News query failed: "Unrecognized event news."
[ 2021-03-29 23:24:34,447 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-29 23:24:34,454 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-29 23:24:34,563 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-29 23:24:36,467 ] News query failed: "Unrecognized event news."
[ 2021-03-29 23:36:33,165 ] Asset loading complete
[ 2021-03-29 23:36:37,812 ] News query failed: "Unrecognized event news."
[ 2021-03-29 23:39:23,557 ] News query failed: "Unrecognized event news."
[ 2021-03-29 23:39:24,057 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-29 23:39:24,066 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-29 23:39:24,095 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-29 23:39:25,035 ] News query failed: "Unrecognized event news."
[ 2021-03-29 23:43:02,321 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073795929 found"
[ 2021-03-30 00:03:06,558 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 00:03:06,655 ] Disconnected from gameserver
[ 2021-03-30 00:03:06,754 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:03:08,708 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:03:08,714 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:03:08,740 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:03:09,638 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:08:11,409 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 00:08:11,512 ] Disconnected from gameserver
[ 2021-03-30 00:08:54,107 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:08:57,141 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:08:57,144 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:08:58,092 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:09:01,708 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:02,708 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:07,558 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:07,586 ] Disconnected from gameserver
[ 2021-03-30 00:09:08,806 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:09:08,808 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:09,714 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:09:13,108 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:14,158 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:18,507 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:18,514 ] Disconnected from gameserver
[ 2021-03-30 00:09:19,708 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:09:19,711 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:20,661 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:09:24,057 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:25,060 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:29,357 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:29,364 ] Disconnected from gameserver
[ 2021-03-30 00:09:30,544 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:09:30,546 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:31,494 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:09:34,857 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:35,857 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:40,308 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "Connection refused" )
[ 2021-03-30 00:09:40,320 ] Disconnected from gameserver
[ 2021-03-30 00:09:42,612 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:09:42,615 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:09:43,543 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:09:44,757 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:24:06,807 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 00:24:06,926 ] Disconnected from gameserver
[ 2021-03-30 00:24:07,017 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:24:09,183 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:24:09,191 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:24:09,236 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:24:10,073 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:31:04,784 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073804185 found"
[ 2021-03-30 00:31:46,357 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 00:31:46,458 ] Disconnected from gameserver
[ 2021-03-30 00:31:46,538 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:31:47,474 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:31:47,479 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:31:47,505 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:31:48,427 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:32:39,658 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 00:32:39,765 ] Disconnected from gameserver
[ 2021-03-30 00:32:39,854 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:32:43,509 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 00:32:43,514 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:32:43,540 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 00:32:44,451 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 00:34:46,056 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-30 00:34:46,058 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-30 00:34:46,058 ] qrc:/qml/StoreMainPage.qml:76:9: QML Image: Connection refused
[ 2021-03-30 01:08:05,007 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799111 found"
[ 2021-03-30 01:10:44,809 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 01:10:44,908 ] Disconnected from gameserver
[ 2021-03-30 01:10:45,018 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:10:45,838 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 01:10:45,844 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:10:45,880 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:10:46,779 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:10:59,209 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 01:10:59,299 ] Disconnected from gameserver
[ 2021-03-30 01:10:59,359 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:11:10,606 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:11:11,723 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "GOD" )
[ 2021-03-30 01:11:11,726 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:11:11,751 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:11:12,651 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:12:39,200 ] Asset loading complete
[ 2021-03-30 01:12:51,872 ] News query failed: "Unrecognized event news."
[ 2021-03-30 01:12:54,441 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 01:12:54,449 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:12:54,483 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:12:55,457 ] News query failed: "Unrecognized event news."
[ 2021-03-30 01:16:08,964 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:09,374 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815773 found"
[ 2021-03-30 01:16:09,374 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:09,374 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:11,184 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815775 found"
[ 2021-03-30 01:16:11,185 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815773 found"
[ 2021-03-30 01:16:11,185 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:11,185 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:11,369 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815775 found"
[ 2021-03-30 01:16:11,369 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815773 found"
[ 2021-03-30 01:16:11,369 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:11,370 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:12,181 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:12,968 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:14,508 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:14,973 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:16,080 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815775 found"
[ 2021-03-30 01:16:16,080 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:16,080 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:16,540 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:16,967 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:18,980 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:20,398 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:20,399 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:20,585 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:20,986 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:22,214 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:22,972 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:24,980 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:25,608 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:26,991 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:27,805 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:27,805 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:28,986 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:30,983 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:32,880 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779617 found"
[ 2021-03-30 01:16:32,996 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:38,997 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:41,015 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:43,679 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779862 found"
[ 2021-03-30 01:16:45,744 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779765 found"
[ 2021-03-30 01:17:04,353 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 01:17:04,463 ] Disconnected from gameserver
[ 2021-03-30 01:17:04,918 ] News query failed: "Unrecognized event news."
[ 2021-03-30 01:17:06,438 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "Carlosr" )
[ 2021-03-30 01:17:06,444 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:17:06,473 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:17:07,328 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:17:53,636 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:54,099 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:54,284 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:54,510 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:54,704 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:54,887 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:55,096 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:55,280 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:55,526 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:55,636 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:55,909 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:56,042 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:56,202 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:56,480 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:56,722 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:56,815 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:56,986 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:57,163 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:57,483 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:57,669 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:57,837 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:58,007 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:58,179 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:58,368 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:58,518 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:58,699 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:59,008 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:59,188 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:59,380 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:59,500 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:59,672 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:17:59,888 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:00,091 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:00,703 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:01,131 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:01,705 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:02,173 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:04,536 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:04,684 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:04,863 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:05,046 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:05,213 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:05,378 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:05,684 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:05,862 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:06,041 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:06,203 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:06,380 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:06,563 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:06,753 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 01:18:49,400 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779705 found"
[ 2021-03-30 01:26:42,828 ] Asset loading complete
[ 2021-03-30 01:26:52,077 ] News query failed: "Unrecognized event news."
[ 2021-03-30 01:26:53,929 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-03-30 01:26:53,951 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:26:53,986 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:26:54,084 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 01:26:54,092 ] Disconnected from gameserver
[ 2021-03-30 01:26:54,841 ] News query failed: "Unrecognized event news."
[ 2021-03-30 01:26:58,878 ] News query failed: "Unrecognized event news."
[ 2021-03-30 01:27:06,959 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 01:27:07,096 ] Disconnected from gameserver
[ 2021-03-30 01:27:07,264 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:27:12,008 ] Request connection to gameserver  "tcp://80.193.199.141:7172"  (unprotected:  "tcp://80.193.199.141:7172" )  requested (Charakter "El Pepe" )
[ 2021-03-30 01:27:12,013 ] Request connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:27:12,041 ] Connected to gameserver  "tcp://80.193.199.141:7172" "Venezuela"
[ 2021-03-30 01:27:12,915 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://80.193.199.141/login.php") ) due to too many retries.
[ 2021-03-30 01:38:12,060 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 01:38:12,221 ] Disconnected from gameserver
[ 2021-03-30 02:05:41,402 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779819 found"
[ 2021-03-30 02:05:44,653 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073779609 found"
[ 2021-03-30 02:07:53,728 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815696 found"
[ 2021-03-30 02:09:44,448 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:45,615 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:45,918 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:46,453 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:48,450 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:50,486 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:51,977 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:52,461 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:54,466 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:09:56,545 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073799023 found"
[ 2021-03-30 02:10:18,308 ] "updateOrCreateCreatureFromProtobuf: no creature with id 1073815951 found"
[ 2021-03-30 17:33:45,280 ] Connection to gameserver  "tcp://80.193.199.141:7172" "Venezuela"  was disconnected ( "The remote host closed the connection" )
[ 2021-03-30 17:33:45,393 ] Disconnected from gameserver
